,formula,spacegroup
6090,Sc2Se3,C2/c
6091,ScSe,Fm-3m
6092,ScSe2,P4/nmm
6093,ScBr3,P6_3/mmc
6094,ScBr2,P4_2/mnm
6095,Zr3Sc,P6_3/mmc
6096,ZrSc2,C2/m
6097,ZrSc,P-6m2
6098,ScTc3,Fm-3m
6099,Sc3Tc,P6_3/mmc
6100,ScRu,Pm-3m
6101,Sc11Ru4,Fm-3m
6102,ScRu2,P6_3/mmc
6103,Sc57Ru13,Pm-3
6104,Sc44Ru7,F-43m
6105,ScRu3,I4/mmm
6106,ScRu3,Pm-3m
6107,ScRh,Pm-3m
6108,ScRh3,Pm-3m
6109,Sc57Rh13,Pm-3
6110,ScPd,Pm-3m
6111,ScPd3,Pm-3m
6112,Sc2Pd,Fd-3m
6113,ScAg2,I4/mmm
6114,ScAg,Pm-3m
6115,ScAg4,I4/m
6116,ScAg3,Fm-3m
6117,ScCd,Pm-3m
6118,ScCd3,P6_3/mmc
6119,Sc3Cd,P6_3/mmc
6120,ScCd7,Cmcm
6121,ScIn,P4/mmm
6122,Sc2In,P6_3/mmc
6123,ScIn2,Cmmm
6124,ScIn3,Pm-3m
6125,Sc3In,P6_3/mmc
6126,Sc3In,Pm-3m
6127,Sc5Sn3,P6_3/mcm
6128,Sc6Sn5,Ibam
6129,ScSn2,I4_1/amd
6130,Sc3Sn,P6_3/mmc
6131,ScSn,Pm-3m
6132,Sc3Sn,Pm-3m
6133,ScSn3,I4/mmm
6134,ScSn3,P6_3/mmc
6135,ScSb,Fm-3m
6136,Sc5Sb3,Pnma
6137,Sc2Sb,P4/nmm
6138,ScSb,Pm-3m
6139,Sc3Sb,I4/mmm
6140,ScSb3,P6_3/mmc
6141,Sc2Te3,P-1
6142,Sc2Te3,Fddd
6143,Sc2Te3,Immm
6144,Sc2Te3,C2/c
6145,Sc3Te4,R3m
6146,ScTe,P6_3/mmc
6147,Sc2Te,Pnma
6148,Sc8Te3,C2/m
6149,Sc9Te2,Cmc2_1
6150,Sc3Te,P6_3/mmc
6151,ScTe3,P6_3/mmc
6152,ScI3,P6_3/mmc
6153,Sc12I25,P-1
6154,ScI2,P4_2/mnm
6155,Hf5Sc,P-62m
6156,Hf3Sc,P6_3/mmc
6157,ScRe2,P6_3/mmc
6158,Sc5Re24,I-43m
6159,ScOs2,P6_3/mmc
6160,Sc11Os4,Fm-3m
6161,Sc44Os7,F-43m
6162,Sc3Os,P6_3/mmc
6163,ScIr,Pm-3m
6164,Sc2Ir,Fd-3m
6165,ScIr2,Fd-3m
6166,Sc11Ir4,Fm-3m
6167,ScIr3,Pm-3m
6168,Sc57Ir13,Pm-3
6169,Sc44Ir7,F-43m
6170,ScPt,Pm-3m
6171,ScPt3,Pm-3m
6172,Sc2Pt,Pnma
6173,Sc57Pt13,Pm-3
6174,ScAu2,I4/mmm
6175,ScAu,Pm-3m
6176,ScAu3,P6_3/mmc
6177,ScAu3,Fm-3m
6178,ScAu4,I4/m
6179,ScHg,Pm-3m
6180,ScHg3,P6_3/mmc
6181,Sc3Hg,P6_3/mmc
6182,Sc3Hg,Pm-3m
6183,Sc3Tl,P6_3/mmc
6184,Sc5Pb3,P6_3/mcm
6185,Sc6Pb5,Ibam
6186,Sc3Pb,I4/mmm
6187,ScPb3,I4/mmm
6188,ScBi,Fm-3m
6189,Sc5Bi3,Pnma
6190,Sc3Bi,P6_3/mmc
6191,ScBi3,I4/mmm
6192,TiCr2,P6_3/mmc
6193,TiCr2,Fd-3m
6194,TiMn2,P6_3/mmc
6195,Ti21Mn25,R-3c
6196,Ti5Mn7,P-3m1
6197,TiFe,Pm-3m
6198,TiFe2,P6_3/mmc
6199,Ti2Fe,Fd-3m
6200,Ti4Fe,Fmmm
6201,TiCo,Pm-3m
6202,TiCo2,P6_3/mmc
6203,TiCo2,Fd-3m
6204,Ti2Co,Fd-3m
6205,TiCo3,Pm-3m
6206,TiCo3,P6_3/mmc
6207,TiNi3,P6_3/mmc
6208,Ti3Ni4,R-3
6209,TiNi,P2_1/m
6210,TiNi,Cmcm
6211,TiNi,Pmma
6212,TiNi,P-1
6213,TiNi,P31m
6214,TiNi,P-3
6215,TiNi,I4/mmm
6216,TiNi,Pm-3m
6217,TiNi,P4/mmm
6218,TiNi,P4/nmm
6219,Ti2Ni,Fd-3m
6220,TiNi,P6mm
6221,Ti3Ni,Pm-3m
6222,Ti3Ni,P6_3/mmc
6223,TiCu,P4/nmm
6224,Ti3Cu4,I4/mmm
6225,Ti2Cu,I4/mmm
6226,Ti2Cu3,P4/nmm
6227,TiCu2,Cmcm
6228,TiCu3,Pmmn
6229,TiCu4,Pnma
6230,Ti2Cu3,I4/mmm
6231,TiCu,Pm-3m
6232,Ti2Cu,Fd-3m
6233,TiZn3,Pm-3m
6234,TiZn3,P6_3/mmc
6235,TiZn,Pm-3m
6236,TiZn2,P6_3/mmc
6237,Ti2Zn,I4/mmm
6238,Ti3Zn22,P4_2/mbc
6239,Ti3Zn,Pm-3m
6240,Ti3Zn,I4/mmm
6241,TiZn16,Cmcm
6242,TiGa,P4/mmm
6243,Ti2Ga3,P4/m
6244,Ti5Ga4,P6_3/mcm
6245,TiGa2,I4_1/amd
6246,Ti5Ga3,P6_3/mcm
6247,Ti2Ga,P6_3/mmc
6248,TiGa3,I4/mmm
6249,Ti3Ga,P6_3/mmc
6250,Ti3Ga,I4/mmm
6251,Ti3Ga,Fm-3m
6252,Ti5Ge3,P6_3/mcm
6253,Ti5Ge4,Pnma
6254,Ti6Ge5,Ibam
6255,Ti3Ge,I-4
6256,TiGe2,Fddd
6257,Ti3Ge,Fm-3m
6258,TiAs,P6_3/mmc
6259,Ti4As3,I-43d
6260,Ti5As3,Pnma
6261,Ti3As,P4_2/n
6262,TiAs2,Pnnm
6263,Ti3As,Pm-3n
6264,TiAs3,P6_3/mmc
6265,Ti3Se4,P6_3/m
6266,Ti2Se3,P-31c
6267,Ti3Se4,C2/m
6268,TiSe2,P-3m1
6269,TiSe,Pnma
6270,Ti19Se20,P-1
6271,TiSe,P6_3/mmc
6272,Ti5Se4,I4/m
6273,TiSe,R-3m
6274,TiSe,P4/nmm
6275,Ti2Se,Pnnm
6276,Ti2Se,Pnma
6277,Ti8Se3,C2/m
6278,Ti11Se4,C2/m
6279,Ti45Se16,P1
6280,Ti45Se16,C2/m
6281,Ti3Se,P-6m2
6282,Ti9Se2,Pbam
6283,TiBr4,Pa-3
6284,TiBr4,P2_1/c
6285,TiBr3,P-1
6286,TiBr3,R-3
6287,Ti7Br16,Pnnm
6288,TiBr2,P-3m1
6289,TiMo3,Immm
6290,TiMo2,Fmmm
6291,TiTc,Pm-3m
6292,TiRu,Pm-3m
6293,TiRu3,Pm-3m
6294,Ti4Ru,Fmmm
6295,Ti3Rh5,Pbam
6296,TiRh,P4/mmm
6297,TiRh,Pm-3m
6298,TiRh3,Pm-3m
6299,Ti2Rh,I4/mmm
6300,TiPd3,P6_3/mmc
6301,TiPd3,Pm-3m
6302,TiPd2,Immm
6303,TiPd2,I4/mmm
6304,Ti3Pd5,P4/mmm
6305,Ti2Pd3,Cmcm
6306,TiPd,P2_1/m
6307,TiPd,Pmma
6308,TiPd,P4/mmm
6309,TiPd,Pm-3m
6310,Ti2Pd,I4/mmm
6311,Ti3Pd,Pm-3n
6312,Ti4Pd,I4/mmm
6313,TiAg,P4/nmm
6314,Ti2Ag,I4/mmm
6315,Ti2Cd,I4/mmm
6316,TiCd,P4/nmm
6317,TiIn,P4/mmm
6318,Ti3In,P6_3/mmc
6319,Ti3In,Pm-3m
6320,Ti8In5,P-43m
6321,Ti3In,Fm-3m
6322,Ti3In4,P4/mbm
6323,Ti6Sn5,P6_3/mmc
6324,Ti6Sn5,Immm
6325,Ti5Sn3,P6_3/mcm
6326,Ti2Sn,P6_3/mmc
6327,Ti2Sn3,Cmce
6328,Ti3Sn,Cmcm
6329,Ti3Sn,P6_3/mmc
6330,Ti3Sn,Pm-3m
6331,Ti3Sn,Fm-3m
6332,Ti5Sb3,Pnma
6333,Ti2Sb,I4/mmm
6334,TiSb,P6_3/mmc
6335,TiSb2,I4/mcm
6336,Ti3Sb,Pm-3n
6337,Ti3Sb,I4/mcm
6338,Ti13Sb3,Pmm2
6339,Ti2Te3,R-3
6340,Ti3Te4,C2/m
6341,Ti5Te8,C2/m
6342,Ti2Te3,P-1
6343,TiTe2,P-3m1
6344,Ti5Te4,I4/m
6345,TiTe,P6_3/mmc
6346,Ti3Te,P6_3/mmc
6347,TiI3,Pmmn
6348,TiI3,P6_3/mcm
6349,TiI4,C2/c
6350,TiI2,P-3m1
6351,TiW,Cmmm
6352,TiRe,Pm-3m
6353,Ti2Re,P-3m1
6354,Ti5Re24,I-43m
6355,TiOs,Pm-3m
6356,Ti3Os,Fm-3m
6357,TiOs2,P6_3/mmc
6358,TiOs3,Pm-3m
6359,TiIr,P4/mmm
6360,TiIr,Pm-3m
6361,TiIr3,Pm-3m
6362,Ti3Ir,Pm-3n
6363,Ti3Pt5,Ibam
6364,TiPt,Pmma
6365,TiPt3,P-3m1
6366,TiPt3,P6_3/mmc
6367,TiPt3,Pm-3m
6368,TiPt,Pm-3m
6369,Ti3Pt,Pm-3n
6370,TiPt8,I4/mmm
6371,TiAu,P4/nmm
6372,TiAu2,I4/mmm
6373,TiAu,Pmma
6374,Ti3Au,Pm-3n
6375,TiAu,Pm-3m
6376,TiAu4,I4/m
6377,TiAu3,I4/mmm
6378,Ti3Au,Pm-3m
6379,TiAu,P-6m2
6380,Ti3Hg,Pm-3n
6381,Ti3Hg,Pm-3m
6382,TiHg,P4/mmm
6383,Ti3Pb,P6_3/mmc
6384,Ti13Pb3,Pmm2
6385,Ti8Bi9,P4/nmm
6386,Ti2Bi,I4/mmm
6387,Ti3Bi,P6_3/mmc
6388,U2Ti,P6/mmm
6389,VCr3,Fm-3m
6390,VCr,Cmmm
6391,V3Cr,Fm-3m
6392,MnV,Pm-3m
6393,MnV3,Fm-3m
6394,MnV,Cmmm
6395,V3Fe,Pm-3n
6396,V3Fe,Fm-3m
6397,VFe,Pm-3m
6398,VFe3,Fm-3m
6399,VFe,Cmmm
6400,VFe3,Cmmm
6401,VFe4,Fmmm
6402,V3Co,Pm-3n
6403,VCo3,P6_3/mmc
6404,VCo3,Pm-3m
6405,VCo,Pm-3m
6406,VNi2,Immm
6407,VNi3,I4/mmm
6408,V3Ni2,P2/m
6409,V3Ni,Pm-3n
6410,VNi3,P4/mmm
6411,VNi3,R-3m
6412,VNi,R-3m
6413,VZn3,Pm-3m
6414,V4Zn5,I4/mmm
6415,V2Ga5,P4/mbm
6416,V6Ga5,P6_3/mmc
6417,V8Ga41,R-3
6418,V6Ga7,Cm
6419,V3Ga,Pm-3n
6420,V6Ga7,Fmm2
6421,VGa,P-6m2
6422,V3Ga2,P4_132
6423,V3Ga,Cmmm
6424,V3Ge,Pm-3n
6425,V5Ge3,P6_3/mcm
6426,V17Ge31,P-4n2
6427,VGe2,P6_222
6428,VAs,Pnma
6429,V4As3,Cmcm
6430,V3As2,P4/m
6431,V4As3,C2/m
6432,V3As,Pm-3n
6433,V5As3,I4/mcm
6434,V5As3,Pnma
6435,V20As11,C222
6436,VAs2,C2/m
6437,V3Se4,C2/m
6438,V5Se8,C2/m
6439,VSe2,P-3m1
6440,V23Se40,C2/m
6441,V5Se4,I4/m
6442,VSe,P4/nmm
6443,VSe,P6_3/mmc
6444,V2Se9,C2/c
6445,VBr2,P-3m1
6446,VBr3,P6_3/mmc
6447,V3Mo,Fm-3m
6448,VTc,Pm-3m
6449,V3Ru,Fm-3m
6450,VRu,Pm-3m
6451,VRu3,P6_3/mmc
6452,V4Ru,Fmmm
6453,VRu3,P-6m2
6454,VRh,Cmmm
6455,VRh3,P6_3/mmc
6456,VRh3,Pm-3m
6457,V3Rh5,Amm2
6458,VRh,P4/mmm
6459,V3Rh,Pm-3n
6460,VPd2,Immm
6461,VPd3,I4/mmm
6462,VPd3,Pm-3m
6463,VPd3,P6_3/mmc
6464,VPd3,R-3m
6465,VPd4,R-3m
6466,V3Pd,Pm-3n
6467,V3Sn,Pm-3n
6468,VSn2,Fddd
6469,V3Sn,P6_3/mmc
6470,V3Sb,Pm-3n
6471,V3Sb2,R-3m
6472,V5Sb4,I4/m
6473,VSb2,I4/mcm
6474,V5Te8,C2/m
6475,VTe2,C2/m
6476,V3Te4,C2/m
6477,VTe2,P-3m1
6478,V5Te4,I4/m
6479,V9Te8,P1
6480,VTe,P6_3/mmc
6481,VI2,P-3m1
6482,VI3,P6_3/mmc
6483,TaV2,Fd-3m
6484,VW3,Fm-3m
6485,VW,Cmmm
6486,V3Re,Fm-3m
6487,V3Os,Fm-3m
6488,VOs,Pm-3m
6489,V4Os,Fmmm
6490,VOs,P-6m2
6491,VIr,Cmmm
6492,VIr,Cmcm
6493,VIr,C2/m
6494,VIr,Immm
6495,VIr3,P6_3/mmc
6496,VIr,P4/mmm
6497,V3Ir,Pm-3n
6498,VIr3,Pm-3m
6499,V4Ir,Fmmm
6500,VPt,P4/mmm
6501,VPt,Pmma
6502,VPt2,Immm
6503,VPt3,I4/mmm
6504,VPt3,Pm-3m
6505,V3Pt,Pm-3n
6506,VPt,R-3m
6507,VPt3,R-3m
6508,VPt8,I4/mmm
6509,V3Pt,Pm-3m
6510,V3Au,Pm-3n
6511,CrNi2,Immm
6512,CrNi3,I4/mmm
6513,CrGa4,Im-3m
6514,Cr3Ga,Pm-3n
6515,Cr3Ga4,C2/m
6516,CrGa,R-3m
6517,Cr3Ge,Pm-3n
6518,Cr11Ge19,P-4n2
6519,CrAs,Pnma
6520,CrAs,P6_3/mmc
6521,CrAs2,C2/m
6522,Cr3As,Pm-3n
6523,Cr2Se3,R-3
6524,Cr2Se3,P-31c
6525,Cr5Se8,C2/m
6526,Cr2Se3,P-1
6527,Cr3Se4,C2/m
6528,CrSe2,C2/m
6529,CrSe2,Fd-3m
6530,Cr7Se8,C2/m
6531,CrSe,P4/nmm
6532,CrSe,P6_3/mmc
6533,CrSe2,P-3m1
6534,CrSe2,F-43m
6535,CrBr3,R-3
6536,CrBr2,P4_2/mnm
6537,CrBr2,C2/m
6538,ZrCr2,Fd-3m
6539,ZrCr2,P6_3/mmc
6540,NbCr2,Fd-3m
6541,NbCr2,P6_3/mmc
6542,CrRh3,Pm-3m
6543,CrRh,P-6m2
6544,CrPd3,Pm-3m
6545,Cr5Te8,C2/m
6546,Cr5Te8,P-3m1
6547,CrTe2,P-3m1
6548,Cr3Te4,C2/m
6549,Cr5Te6,P-1
6550,CrTe3,P2_1/c
6551,Cr7Te8,C2/m
6552,Cr2Te3,P-31c
6553,CrTe,Pnma
6554,CrI3,P3_112
6555,CrI2,C2/m
6556,CrI2,Cmc2_1
6557,CrI2,P6_3mc
6558,HfCr2,Fd-3m
6559,HfCr2,P6_3/mmc
6560,TaCr2,Fd-3m
6561,TaCr2,P6_3/mmc
6562,CrIr3,Pm-3m
6563,CrIr3,P6_3/mmc
6564,CrIr,P-6m2
6565,CrIr3,R-3m
6566,Cr3Ir,Pm-3n
6567,CrPt,P4/mmm
6568,CrPt4,R-3m
6569,CrPt3,Pm-3m
6570,Cr3Pt,Pm-3n
6571,Mn3Co,P6_3/mmc
6572,MnNi3,Pm-3m
6573,MnNi,Pm-3m
6574,MnNi,P4/mmm
6575,MnZn3,Pm-3m
6576,MnZn13,C2/m
6577,MnGa4,Im-3m
6578,Mn6Ga29,P-1
6579,MnGa,P4/mmm
6580,Mn2Ga5,P4/mbm
6581,Mn3Ge,Fm-3m
6582,Mn5Ge3,P6_3/mcm
6583,Mn11Ge8,Pnma
6584,Mn3Ge5,P-4n2
6585,Mn3Ge,P6_3/mmc
6586,Mn2Ge,P6_3/mmc
6587,MnGe2,I4/mcm
6588,Mn3Ge,Pm-3m
6589,Mn5Ge2,Ibam
6590,Mn4As3,C2/m
6591,Mn23As16,P1
6592,Mn3As2,Cmc2_1
6593,MnAs,Pnma
6594,Mn2As,P4/nmm
6595,MnSe,P6_3mc
6596,MnSe,F-43m
6597,MnSe,Fm-3m
6598,MnSe,P4/nmm
6599,MnSe2,Pa-3
6600,MnBr2,P-3m1
6601,MnBr2,R-3m
6602,MnBr2,Fd-3m
6603,YMn12,I4/mmm
6604,ZrMn2,Fd-3m
6605,ZrMn2,P6_3/mmc
6606,ZrMn3,P3m1
6607,Mn2Nb,P6_3/mmc
6608,MnRh,Pm-3m
6609,Mn3Pd5,Cmmm
6610,MnPd3,I4/mmm
6611,Mn11Pd21,P4/mmm
6612,MnPd3,P6_3/mmc
6613,MnPd,P4/mmm
6614,MnPd,Pm-3m
6615,MnPd3,R-3m
6616,Mn27Sb26,P1
6617,Mn14Sb13,C2/c
6618,MnTe,Pnma
6619,MnTe,F-43m
6620,MnTe,Fm-3m
6621,MnTe2,Pa-3
6622,MnI2,P-3m1
6623,DyMn12,I4/mmm
6624,HoMn12,I4/mmm
6625,ErMn12,I4/mmm
6626,Er6Mn23,Fm-3m
6627,Tm6Mn23,Fm-3m
6628,TmMn12,I4/mmm
6629,Lu6Mn23,Fm-3m
6630,HfMn2,P6_3/mmc
6631,HfMn,Fd-3m
6632,Hf2Mn,Fd-3m
6633,TaMn2,P6_3/mmc
6634,MnOs3,P6_3/mmc
6635,Mn3Os,P6_3/mmc
6636,MnIr,P4/mmm
6637,Mn3Ir,P6_3/mmc
6638,MnIr3,P6_3/mmc
6639,MnIr,R-3m
6640,MnPt3,Pm-3m
6641,MnPt,P4/mmm
6642,MnPt2,P-3m1
6643,MnPt,R-3m
6644,MnAu2,I4/mmm
6645,Mn2Au5,C2/m
6646,MnAu4,I4/m
6647,MnAu3,P6_3/mmc
6648,MnAu,P4/mmm
6649,MnAu,Pm-3m
6650,UMn2,Imma
6651,FeCo,Pm-3m
6652,Fe9Co7,Pm-3m
6653,Fe11Co5,P4/mmm
6654,Fe3Co,P4/mmm
6655,Fe13Co3,P4/mmm
6656,Fe7Co,Im-3m
6657,FeCo,Cmmm
6658,Fe15Co,Pm-3m
6659,FeNi3,Pm-3m
6660,FeNi3,Pmmn
6661,FeNi3,I4/mmm
6662,FeNi,P4/mmm
6663,Fe3Ni2,P4/mmm
6664,Zn9Fe4,I-43m
6665,Zn13Fe,C2/m
6666,ZnFe,P4/mmm
6667,Ga3Fe,P4_2/mnm
6668,GaFe3,Pm-3m
6669,GaFe3,P6_3/mmc
6670,GaFe3,Fm-3m
6671,GaFe,P-6m2
6672,Ga4Fe3,C2/m
6673,GaFe2,Fmmm
6674,GaFe3,Cmmm
6675,Fe3Ge,Fm-3m
6676,Fe3Ge,Pm-3m
6677,Fe3Ge,P6_3/mmc
6678,Fe13Ge3,Pm-3m
6679,Fe7Ge4,P6_3/mmc
6680,Fe7Ge4,P-6m2
6681,Fe6Ge5,C2/m
6682,Fe2Ge,P6_3/mmc
6683,FeGe,P6/mmm
6684,FeGe,P2_13
6685,FeGe2,I4/mcm
6686,FeGe2,Cmce
6687,FeAs2,Pnnm
6688,FeAs,Pnma
6689,Fe12As5,R32
6690,FeSe2,Pnnm
6691,FeSe2,Pa-3
6692,FeSe,P4/nmm
6693,Fe3Se4,C2/m
6694,Fe7Se8,P3_121
6695,Fe3Se4,P-3m1
6696,FeBr3,R-3
6697,FeBr2,P-3m1
6698,YFe2,Fd-3m
6699,YFe2,I-43m
6700,YFe2,I-4
6701,YFe5,P6/mmm
6702,Y6Fe23,Fm-3m
6703,Y2Fe17,R-3m
6704,Y3Fe29,C2/m
6705,ZrFe2,P6_3/mmc
6706,Zr6Fe23,Fm-3m
6707,ZrFe2,Fd-3m
6708,Zr2Fe,I4/mcm
6709,Zr3Fe,Cmcm
6710,Zr2Fe,Fd-3m
6711,NbFe2,P6_3/mmc
6712,Nb19Fe20,P-3m1
6713,NbFe,R-3m
6714,NbFe2,Fd-3m
6715,NbFe3,Fm-3m
6716,FeRh,Pm-3m
6717,Fe3Rh,Fm-3m
6718,FePd3,Pm-3m
6719,FePd,P4/mmm
6720,FeSb3,Im-3
6721,FeSb2,Pnnm
6722,FeTe2,Pnnm
6723,FeTe2,P-3m1
6724,FeI2,P-3m1
6725,CeFe5,P6/mmm
6726,GdFe5,P6/mmm
6727,Gd2Fe17,P6_3/mmc
6728,Gd2Fe17,R-3m
6729,TbFe3,R-3m
6730,Tb6Fe23,Fm-3m
6731,Tb2Fe17,R-3m
6732,DyFe5,P6/mmm
6733,HoFe3,R-3m
6734,Ho6Fe23,Fm-3m
6735,HoFe5,P6/mmm
6736,Ho2Fe17,P6_3/mmc
6737,ErFe3,R-3m
6738,Er2Fe17,P6_3/mmc
6739,TmFe2,Fd-3m
6740,Tm6Fe23,Fm-3m
6741,Tm2Fe17,P6_3/mmc
6742,LuFe2,Fd-3m
6743,HfFe2,P6_3/mmc
6744,HfFe2,Fd-3m
6745,Hf2Fe,Fd-3m
6746,TaFe,R-3m
6747,TaFe2,P6_3/mmc
6748,Fe2Re3,P4_132
6749,Fe3Re,P6_3/mmc
6750,FeIr3,I4/mmm
6751,FeIr3,Pm-3m
6752,FeIr3,P6_3/mmc
6753,FePt,P4/mmm
6754,Th7Fe3,P6_3mc
6755,Th2Fe7,P6_3/mmc
6756,Th2Fe17,R-3m
6757,PaFe3,Pm-3m
6758,PaFe3,P6_3/mmc
6759,UFe2,Fd-3m
6760,U6Fe,I4/mcm
6761,Co3Ni,P6_3/mmc
6762,Co3Ni,P-6m2
6763,Zn11Co2,I-43m
6764,Zn53Co7,P2
6765,Zn17Co3,P6_2
6766,Zn13Co,C2/m
6767,Zn3Co,Pm-3m
6768,Zn3Co,P6_3/mmc
6769,Zn3Co,I4/mmm
6770,GaCo,Pm-3m
6771,Ga3Co,P4_2/mnm
6772,GaCo3,I4/mmm
6773,GaCo3,P6_3/mmc
6774,CoGe,C2/m
6775,CoGe,P2_13
6776,CoGe2,Cmce
6777,Co3Ge2,P-6m2
6778,Co7Ge4,P-6m2
6779,Co2Ge,P6_3/mmc
6780,CoAs2,P2_1/c
6781,CoAs2,Pnnm
6782,CoAs3,Im-3
6783,CoAs,Pnma
6784,CoAs,P6_3/mmc
6785,Co2As,P-62m
6786,Co5As2,P6_3cm
6787,CoSe2,Pnnm
6788,Co3Se4,Fd-3m
6789,CoSe2,Pa-3
6790,Co9Se8,Fm-3m
6791,Co3Se4,C2/m
6792,CoSe,P4/nmm
6793,CoSe2,Fd-3m
6794,Co27Se32,P-1
6795,Co17Se20,P-1
6796,CoSe,P6_3/mmc
6797,CoBr2,P-3m1
6798,YCo,R-3m
6799,YCo,Cmcm
6800,Y8Co5,P2_1/c
6801,Y3Co2,Pnnm
6802,YCo2,Fd-3m
6803,Y4Co3,P-3
6804,Y3Co,Pnma
6805,Y3Co,P2_1
6806,YCo3,P6_3/mmc
6807,YCo3,R-3m
6808,Y2Co7,R-3m
6809,ZrCo2,Fd-3m
6810,ZrCo,Pm-3m
6811,Zr2Co,I4/mcm
6812,Zr6Co23,Fm-3m
6813,Zr3Co,Cmcm
6814,Zr2Co,Fd-3m
6815,ZrCo3,P6_3/mmc
6816,Nb6Co7,R-3m
6817,NbCo3,P6_3/mmc
6818,NbCo2,P6_3/mmc
6819,NbCo3,Pm-3m
6820,NbCo2,Fd-3m
6821,NbCo3,P6_3mc
6822,NbCo3,P-3m1
6823,Co3Mo,P6_3/mmc
6824,Co7Mo6,R-3m
6825,CoMo,R-3m
6826,Co3Mo,Pm-3m
6827,CoTc3,P6_3/mmc
6828,In3Co,P4_2/mnm
6829,CoSn,P6/mmm
6830,CoSn2,I4/mcm
6831,CoSn3,I4_1/acd
6832,CoSn3,Cmce
6833,CoSb3,Im-3
6834,CoSb2,P2_1/c
6835,CoSb2,Pnnm
6836,CoSb,P6_3/mmc
6837,CoTe2,P-3m1
6838,Co19Te34,P-1
6839,CoTe2,Pnnm
6840,CoTe2,Pa-3
6841,Co5Te6,R-3
6842,CoTe,P6_3/mmc
6843,La3Co,Pnma
6844,La2Co3,Cmce
6845,LaCo2,Fd-3m
6846,LaCo13,Fm-3c
6847,CeCo2,Fd-3m
6848,CeCo3,R-3m
6849,Ce5Co19,R-3m
6850,Ce2Co7,P6_3/mmc
6851,CeCo5,P6/mmm
6852,Pr5Co2,C2/c
6853,Pr3Co,Pnma
6854,Pr2Co17,R-3m
6855,Nd5Co2,C2/c
6856,Nd2Co3,Cmce
6857,Nd3Co,Pnma
6858,Nd2Co17,R-3m
6859,Nd7Co3,P6_3mc
6860,NdCo2,Fd-3m
6861,Sm5Co2,C2/c
6862,Sm3Co,Pnma
6863,Sm2Co7,P6_3/mmc
6864,SmCo2,Fd-3m
6865,Gd4Co3,P-3
6866,GdCo5,P6/mmm
6867,Tb12Co7,P2_1/c
6868,TbCo2,Fd-3m
6869,Tb4Co3,P-3
6870,Tb3Co,Pnma
6871,TbCo3,R-3m
6872,Tb2Co7,R-3m
6873,TbCo5,P6/mmm
6874,Dy12Co7,P2_1/c
6875,DyCo2,Fd-3m
6876,Dy4Co3,P-3
6877,Dy3Co,Pnma
6878,DyCo3,R-3m
6879,DyCo5,P6/mmm
6880,Ho12Co7,P2_1/c
6881,HoCo2,Fd-3m
6882,Ho4Co3,P-3
6883,Ho3Co,Pnma
6884,HoCo3,R-3m
6885,HoCo5,P6/mmm
6886,ErCo2,Fd-3m
6887,Er12Co7,P2_1/c
6888,ErCo3,R-3m
6889,Er4Co3,P-3
6890,Er2Co7,R-3m
6891,ErCo5,P6/mmm
6892,TmCo2,Fd-3m
6893,Tm4Co3,P-3
6894,YbCo3,R-3m
6895,LuCo2,Fd-3m
6896,Lu4Co3,P-3
6897,HfCo,Pm-3m
6898,HfCo,Cmcm
6899,HfCo2,Fd-3m
6900,Hf2Co,Fd-3m
6901,Hf2Co7,C2/m
6902,Hf6Co23,Fm-3m
6903,HfCo3,P6_3/mmc
6904,Ta2Co,I4/mcm
6905,TaCo,R-3m
6906,TaCo3,R-3m
6907,TaCo3,P6_3/mmc
6908,TaCo3,Pm-3m
6909,TaCo2,P6_3/mmc
6910,TaCo2,Fd-3m
6911,TaCo3,P3m1
6912,TaCo3,P-3m1
6913,TaCo,Pm-3m
6914,Co3W,P6_3/mmc
6915,Co3W,Pm-3m
6916,CoRe3,P6_3/mmc
6917,Co3Pt,P6_3/mmc
6918,CoPt,P4/mmm
6919,CoPt3,Pm-3m
6920,CoPt3,R-3m
6921,CoPt,R-3m
6922,ThCo,Cmcm
6923,Th7Co3,P6_3mc
6924,Th2Co7,P6_3/mmc
6925,ThCo5,P6/mmm
6926,Th2Co17,R-3m
6927,PaCo3,Pm-3m
6928,UCo,I2_13
6929,UCo2,Fd-3m
6930,UCo5,R-3m
6931,U6Co,I4/mcm
6932,ZnNi,P4/mmm
6933,ZnNi,Pm-3m
6934,Zn53Ni16,Cmce
6935,Zn3Ni,I4/mmm
6936,Zn3Ni,P6_3/mmc
6937,Zn11Ni2,I-43m
6938,Zn22Ni3,C2/m
6939,ZnNi3,I4/mmm
6940,ZnNi3,Pm-3m
6941,ZnNi4,R-3m
6942,Ga3Ni2,P-3m1
6943,Ga4Ni3,Ia-3d
6944,Ga9Ni13,C2/m
6945,Ga3Ni5,Cmmm
6946,GaNi,Pm-3m
6947,GaNi2,P6_3/mmc
6948,Ga7Ni3,Im-3m
6949,GaNi3,Pm-3m
6950,GaNi3,P6_3/mmc
6951,GaNi3,I4/mmm
6952,Ga5Ni,I4/mcm
6953,GaNi2,P-3m1
6954,Ga21Ni5,Fmm2
6955,Ni5Ge3,C2/c
6956,Ni19Ge12,C2
6957,NiGe,Pnma
6958,Ni2Ge,Pnma
6959,Ni3Ge,Pm-3m
6960,Ni5Ge2,P6_3cm
6961,Ni2Ge,P6_3/mmc
6962,Ni7Ge4,P-6m2
